,ID,Title,Japanese,English,Synopsis,Type,Episodes,Status,Start_Aired,End_Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration_Minutes,Rating,Score,Scored_Users,Ranked,Popularity,Members,Favorites,year
20114,48111,Zhui Meng Shaonian,追梦少年,Unknown,Unknown,ONA,12.0,Finished Airing,2014,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,15.0,PG - Children,,,166402.0,20141,49,0,2014.0
20930,44548,Baozou Donghua 3rd Season,暴走动画第三季,Unknown,Unknown,ONA,10.0,Finished Airing,2014,Unknown,Unknown,Unknown,Unknown,Unknown,Comedy,Gag Humor,Unknown,5.0,PG-13 - Teens 13 or older,,,170312.0,20960,30,0,2014.0
10578,29995,The Embryo Develops into a Fetus,The Embryo Develops into a Fetus,Unknown,Short animation by Mirai Mizue.,ONA,1.0,Finished Airing,2014,Not Available,Mirai Film,Unknown,Unknown,Original,Avant Garde,Unknown,Unknown,1.0,G - All Ages,3.831,1046.0,130552.0,10590,1683,3,2014.0
11524,30166,Wangpai Yushi Di 0 Ji,王牌御史0,Unknown,Episode 0 of Wangpai Yushi.,ONA,1.0,Finished Airing,2014,Not Available,Tencent Animation & Comics,Haoliners Animation League,Haoliners Animation League,Unknown,"Comedy, Fantasy, Supernatural",School,young boy,12.0,PG - Children,6.001,373.0,90722.0,11535,1150,1,2014.0
21044,44550,Baozou Bianji Bu De Gushi,暴走编辑部的故事,Unknown,Unknown,ONA,87.0,Finished Airing,2014,Unknown,Unknown,Unknown,Unknown,Unknown,Comedy,Gag Humor,Unknown,3.0,PG-13 - Teens 13 or older,,,170282.0,21073,29,0,2014.0
14286,29860,Channel 5.5 Prologue: Shin Bangumi Start!,チャンネルプロローグ「新番組スタート！」,Unknown,Prologue episode of Channel 5.5.,ONA,1.0,Finished Airing,2014,Not Available,Unknown,Unknown,DLE,Unknown,Comedy,Unknown,Unknown,4.0,PG-13 - Teens 13 or older,5.371,121.0,115312.0,14306,450,0,2014.0
19200,44847,Miao Xiansheng: Yan Luo Dadao,妙先生之雁落大道,Unknown,Unknown,ONA,1.0,Finished Airing,2014,Not Available,Unknown,Unknown,Unknown,Unknown,Fantasy,Unknown,Unknown,8.0,None,,,134292.0,19227,94,0,2014.0
20923,51655,Jiu Cang Miao Wo,九藏喵窝,DNA×CAT,Unknown,ONA,26.0,Finished Airing,2015,Not Available,Unknown,Unknown,Unknown,Unknown,"Comedy, Fantasy",Unknown,Unknown,13.0,G - All Ages,,,188312.0,20954,31,0,2015.0
20931,47706,Biancheng Mao: Cheng Chang Riji,编程猫之成长日记,Unknown,Unknown,ONA,10.0,Finished Airing,2015,Unknown,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,4.0,PG - Children,,,170842.0,20961,30,0,2015.0
20527,44552,Baozou Kongbu Gushi 2nd Season,暴走恐怖故事 第二季,Unknown,Unknown,ONA,14.0,Finished Airing,2015,Not Available,Unknown,Unknown,Unknown,Unknown,"Horror, Suspense",Unknown,Unknown,7.0,PG-13 - Teens 13 or older,,,170332.0,20555,38,0,2015.0
21243,45366,Qing Ping Chuanshuo: Dao Tu,青萍传说之道途,Unknown,Unknown,ONA,1.0,Finished Airing,2015,Not Available,Unknown,Unknown,Unknown,Unknown,Fantasy,Mythology,Unknown,6.0,R - 17+ (violence & profanity),,,144712.0,21274,24,0,2015.0
20163,47787,Kaixin Chui Chui,开心锤锤,Unknown,Unknown,ONA,,Currently Airing,2015,Unknown,Unknown,Unknown,Unknown,Original,Comedy,Unknown,Unknown,3.0,G - All Ages,,,189682.0,20191,48,0,2015.0
21005,48190,Rotary Park,로터리파크,Rotary Park,Unknown,ONA,3.0,Finished Airing,2015,Not Available,Unknown,Unknown,Unknown,Original,"Comedy, Fantasy",Unknown,Unknown,5.0,G - All Ages,,,145862.0,21036,29,0,2015.0
20685,44553,Baozou Kongbu Gushi 3rd Season,暴走恐怖故事 第三季,Unknown,Unknown,ONA,10.0,Finished Airing,2015,Unknown,Unknown,Unknown,Unknown,Unknown,"Horror, Suspense",Unknown,Unknown,6.0,PG-13 - Teens 13 or older,,,170342.0,20713,34,0,2015.0
19959,47799,Fei Gou Moco: Chongwu Dian De Xiao Mimi,飞狗MOCO之宠物店的小秘密,Unknown,Unknown,ONA,97.0,Finished Airing,2015,Unknown,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,3.0,G - All Ages,,,178402.0,19985,52,0,2015.0
21414,45415,Meng Bao Chengzhang Jiaoyu,萌宝成长教育,Unknown,Unknown,ONA,90.0,Finished Airing,2015,Unknown,Unknown,Unknown,Unknown,Original,Fantasy,Anthropomorphic,Kids,1.0,PG - Children,,,133852.0,21445,21,0,2015.0
21150,44559,Baozou LOL 3rd Season,暴走撸啊撸 第三季,Unknown,Unknown,ONA,13.0,Finished Airing,2016,Unknown,Unknown,Unknown,Unknown,Game,Comedy,Unknown,Unknown,10.0,PG-13 - Teens 13 or older,,,170402.0,21181,27,0,2016.0
21015,47547,Shentan Dadang,神探搭档,Detective Partner,Unknown,ONA,26.0,Finished Airing,2017,Unknown,Unknown,Unknown,Unknown,Original,Fantasy,Unknown,Kids,18.0,PG - Children,,,148882.0,21046,29,0,2017.0
21170,47438,Congming De Shunliu: Teshu Renwu,聪明的顺溜之特殊任务,Unknown,Unknown,ONA,10.0,Finished Airing,2017,Not Available,Unknown,Unknown,Unknown,Original,"Action, Adventure, Sci-Fi",Military,Unknown,13.0,PG-13 - Teens 13 or older,,,174752.0,21200,26,0,2017.0
21177,47721,Meng Guo Le Duoduo: Shuiguo Xunzhang,萌果乐多多之水果勋章,Unknown,Unknown,ONA,26.0,Finished Airing,2017,Unknown,Unknown,Unknown,Unknown,Original,Unknown,Anthropomorphic,Kids,8.0,PG - Children,,,133862.0,21203,27,0,2017.0
18244,39192,Xia Gu Zhong An Zu,峡谷重案组,Unknown,Unknown,ONA,12.0,Finished Airing,2017,Not Available,Unknown,Unknown,Unknown,Unknown,Fantasy,Unknown,Unknown,,None,,,160592.0,18270,157,0,2017.0
21022,47584,Tang Dou Wawa,糖逗娃娃,Unknown,Unknown,ONA,20.0,Finished Airing,2017,Unknown,Unknown,Unknown,Unknown,Original,Comedy,Unknown,Kids,4.0,PG - Children,,,154282.0,21053,29,0,2017.0
16982,38932,Oyako wa Tsudzuku yo,親子は続くよ,Unknown,Kao Japan is a chemical and cosmetics company. They have commissioned Yoshiharu Satou to create an animated short about parents and adult children to promote their strong deodorizing products.,ONA,1.0,Finished Airing,2017,Not Available,Unknown,Unknown,Trash Studio,Original,Slice of Life,Unknown,Unknown,3.0,G - All Ages,6.051,112.0,87702.0,17007,230,0,2017.0
20113,47549,5 Dong 32 Hao,5栋32号,Unknown,Unknown,ONA,61.0,Finished Airing,2017,Unknown,Unknown,Unknown,Unknown,Original,Comedy,Anthropomorphic,Unknown,40.0,G - All Ages,,,167062.0,20141,49,0,2017.0
20170,44622,Mo Jing Lieren 4th Season,魔晶猎人 第四季,Armored Adventure 4th Season,Unknown,ONA,28.0,Finished Airing,2017,Unknown,Unknown,Unknown,Unknown,Original,"Adventure, Fantasy",Unknown,Unknown,13.0,PG-13 - Teens 13 or older,,,135332.0,20198,48,0,2017.0
21096,45774,Hong Lou Meng (ONA),红楼梦,Unknown,Unknown,ONA,16.0,Finished Airing,2018,Unknown,Unknown,Unknown,Unknown,Original,Unknown,Historical,Kids,6.0,G - All Ages,,,184532.0,21126,28,0,2018.0
20486,47761,Xiao Mijiu Dalu You Li Ji,小米酒大陆游历记,Unknown,Unknown,ONA,10.0,Finished Airing,2018,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,2.0,PG - Children,,,161202.0,20515,40,0,2018.0
21117,47720,Tiaowei Gongyu: Xiao Shenghuo Da Daoli,调味公寓之小生活大道理,Unknown,Unknown,ONA,40.0,Finished Airing,2018,Unknown,Unknown,Unknown,Unknown,Original,Unknown,Anthropomorphic,Kids,30.0,G - All Ages,,,155822.0,21148,28,0,2018.0
21195,47736,Wu Liao Kuaihuo,无料快活,Happy Loser,Unknown,ONA,12.0,Finished Airing,2018,Unknown,Unknown,Unknown,Unknown,Original,Comedy,Unknown,Unknown,5.0,G - All Ages,,,160072.0,21228,26,0,2018.0
20115,47550,5 Dong 32 Hao: Hesui Fan,5栋32号贺岁番,Unknown,Unknown,ONA,4.0,Finished Airing,2018,Unknown,Unknown,Unknown,Unknown,Original,Comedy,Anthropomorphic,Unknown,2.0,G - All Ages,,,167072.0,20142,49,0,2018.0
20918,47723,Hai! Bei Le Hu,嗨！贝乐虎,Unknown,Unknown,ONA,26.0,Finished Airing,2018,Unknown,Unknown,Unknown,Unknown,Original,Unknown,Anthropomorphic,Kids,5.0,PG - Children,,,181952.0,20948,31,0,2018.0
20280,47759,Shaonian A Xing,少年阿星,The Young Star,Unknown,ONA,18.0,Finished Airing,2018,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,9.0,G - All Ages,,,148272.0,20308,46,0,2018.0
19115,39190,Wang Zhe Wai Chuan,王者歪传,Unknown,Unknown,ONA,12.0,Finished Airing,2018,Not Available,Unknown,Unknown,Unknown,Unknown,Comedy,Unknown,Unknown,,None,,,159022.0,19141,100,0,2018.0
21065,47235,Hen Xi You 2nd Season,狠西游 第2季,Unknown,Unknown,ONA,20.0,Finished Airing,2018,Unknown,Unknown,Unknown,Unknown,Web manga,"Action, Fantasy, Supernatural",Unknown,Unknown,13.0,PG-13 - Teens 13 or older,,,183482.0,21094,29,0,2018.0
20796,47611,Dao Jian,刀尖,The Razor Edge,Unknown,ONA,3.0,Finished Airing,2018,Not Available,Unknown,Unknown,Unknown,Novel,Drama,"Historical, Military",Unknown,30.0,PG-13 - Teens 13 or older,,,175692.0,20826,32,0,2018.0
20468,47766,Karen Luna Zhi Richang,卡伦露娜之日常,Karen Luna Daily Original Paintings,Unknown,ONA,9.0,Finished Airing,2018,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,3.0,PG - Children,,,190632.0,20497,40,0,2018.0
19659,47994,Ao Fei Q Chong,奥飞Q宠,Unknown,Unknown,ONA,1.0,Finished Airing,2018,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,2.0,PG - Children,,,168482.0,19687,61,0,2018.0
20997,47718,Nongchang Gushi,农场故事,Unknown,Unknown,ONA,20.0,Finished Airing,2018,Not Available,Unknown,Unknown,Unknown,Original,Fantasy,Anthropomorphic,Kids,6.0,PG - Children,,,139192.0,21028,29,0,2018.0
20395,48071,Zhe Shui Qianqiu,浙水千秋,Unknown,Unknown,ONA,6.0,Finished Airing,2018,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,15.0,G - All Ages,,,165612.0,20420,43,0,2018.0
19953,47758,Chuanyue Shihun De Lilian,穿越侍魂的历练,Unknown,Unknown,ONA,6.0,Finished Airing,2018,Not Available,Unknown,Unknown,Unknown,Game,Comedy,Unknown,Unknown,4.0,PG-13 - Teens 13 or older,,,174162.0,19979,52,0,2018.0
19877,47997,Jing Ling Qi Yuan,晶灵启元,Unknown,Unknown,ONA,1.0,Finished Airing,2019,Not Available,Unknown,Unknown,Unknown,Original,"Fantasy, Sci-Fi",Unknown,Unknown,21.0,PG-13 - Teens 13 or older,,,188032.0,19906,54,0,2019.0
21163,51656,Jiu Cang Miao Wo 2nd Season,九藏喵窝 第二季,Unknown,Unknown,ONA,26.0,Finished Airing,2019,Not Available,Unknown,Unknown,Unknown,Unknown,"Comedy, Fantasy",Unknown,Unknown,14.0,G - All Ages,,,188322.0,21194,27,0,2019.0
21422,47512,Shenqi Xiongmao,神奇熊猫,Unknown,Unknown,ONA,24.0,Finished Airing,2019,Not Available,Unknown,Unknown,Unknown,Original,Fantasy,Anthropomorphic,Kids,16.0,PG - Children,,,148862.0,21452,20,0,2019.0
20036,47990,Bangongshi Na Dian Shi er,办公室那点事儿,Office Friends,Unknown,ONA,8.0,Finished Airing,2019,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,2.0,PG - Children,,,170082.0,20063,50,0,2019.0
21208,47490,Amy & Gollum 2nd Season,艾米咕噜 第二季,Unknown,Unknown,ONA,104.0,Finished Airing,2019,Unknown,Unknown,Unknown,Unknown,Unknown,Fantasy,Anthropomorphic,Kids,6.0,PG - Children,,,168092.0,21239,25,0,2019.0
16634,43291,Mu Wang Zhi Wang: You Du Zhan,墓王之王幽都战,Unknown,"The 12th year of the Tai Calendar Luo Wuzi was ordered to build the Tomb of King Qin. Then he was given the title King of the Tomb. After building it, he became the King of the Tomb City and ruled over the Tomb of the World.

Since then The tomb sect in Jianghu is in its heyday. But then, The Tomb sect is split. King of the Tombs heir, Mu Rong Shi may be a Tomb Guards Sect. The Luo family ran away, and build the Luo Family Ancestral Hall as a separate faction and is understood because of the Tomb Attackers Sect.

When the Two sects meet If a subsequent generation of the Tomb Attacker Sect succeeded in getting Tomb Destruction Orders at the Nine-Locked Chain Tomb they’ll get the King’s Tomb Throne. For thousands of years both the good Sect, the Tomb Attacker Sect, and therefore, the Tomb Guards Sect very difficult to separate. To the present day, king Palace deliberately put treasure within the tomb. Tomb Guards Sect, Mu Rong Xian, to point out his loyalty he smuggled the tomb guard against the outside.

(Source: Kurina Official)",ONA,26.0,Finished Airing,2019,Not Available,Unknown,Unknown,Unknown,Unknown,"Action, Adventure, Romance",Historical,Unknown,19.0,PG-13 - Teens 13 or older,,,136392.0,16659,251,0,2019.0
21207,47212,Pao Pao Meirenyu,泡泡美人鱼,Unknown,Unknown,ONA,26.0,Finished Airing,2019,Not Available,Unknown,Unknown,Unknown,Unknown,Adventure,Unknown,Unknown,16.0,G - All Ages,,,142212.0,21238,25,0,2019.0
20994,47734,Muma Yijia,姆玛一家,Muma Family,Unknown,ONA,13.0,Finished Airing,2019,Unknown,Unknown,Unknown,Unknown,Original,Unknown,Anthropomorphic,Kids,3.0,PG - Children,,,136592.0,21025,29,0,2019.0
20608,52941,Gigi Goegoe,기기괴괴,Tales of the Unusual,Unknown,ONA,20.0,Finished Airing,2019,Not Available,Unknown,Unknown,Unknown,Web manga,"Horror, Mystery, Supernatural",Unknown,Unknown,3.0,R - 17+ (violence & profanity),,,180582.0,20637,36,0,2019.0
20043,47798,Fei Gou Moco,飞狗MOCO,Unknown,Unknown,ONA,52.0,Finished Airing,2019,Not Available,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Kids,30.0,G - All Ages,,,178392.0,20069,50,0,2019.0
20060,48093,Mojimusi Shanhai Man You Ji,莫叽姆斯山海漫游记,Unknown,Unknown,ONA,13.0,Finished Airing,2019,Not Available,Unknown,Unknown,Unknown,Original,Adventure,Unknown,Kids,4.0,PG - Children,,,135572.0,20088,50,0,2019.0
19647,48023,Fengyu Lang Qiao,风雨廊桥,Bridge,Unknown,ONA,1.0,Finished Airing,2020,Not Available,Unknown,Unknown,Unknown,Original,"Action, Suspense",Unknown,Unknown,22.0,R - 17+ (violence & profanity),,,178632.0,19674,62,0,2020.0
20337,48027,Konglong Zhanshi Mao Xiao Shuai,恐龙战士猫小帅,Unknown,Unknown,ONA,18.0,Finished Airing,2020,Not Available,Unknown,Unknown,Unknown,Original,Adventure,Unknown,Unknown,4.0,PG - Children,,,193222.0,20365,44,0,2020.0
20360,48033,Xingfu Lushang (ONA),幸福路上,Unknown,Unknown,ONA,10.0,Finished Airing,2020,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,5.0,G - All Ages,,,162282.0,20388,44,0,2020.0
19927,48031,Bang Bang Long Chudong: Chuanshuo Zhong De Longwang,帮帮龙出动之传说中的龙王,Unknown,Unknown,ONA,16.0,Finished Airing,2020,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,5.0,PG - Children,,,170042.0,19953,53,0,2020.0
19605,49728,Love Nights! A.D,ラブナイツ! A・D,Unknown,"The anime's story is set in both a celestial realm of angels and demons, as well as Nippon Cultural Broadcasting in the mortal realm. The angels, who use the power of love to protect the peace of the Earth, have their sight set on the ""Love Nights!"" radio program, so they send rookie angels to Nippon Cultural Broadcasting, and end up fighting the demons that face them. Morikubo, Yoshino, Fukuyama, and Suwabe play the angels and demons in conflict, while Yonaga plays the goddess in the celestial realm who stands neutral in the conflict.

(Source: ANN)",ONA,11.0,Finished Airing,2020,Not Available,Anime Beans,Unknown,Unknown,Original,"Comedy, Supernatural",Unknown,Unknown,3.0,G - All Ages,,,131522.0,19632,65,0,2020.0
20104,48055,Wo Shi Wangzhe,我是王者,Unknown,Unknown,ONA,,Currently Airing,2020,Unknown,Unknown,Unknown,Unknown,Game,Unknown,Unknown,Kids,2.0,PG - Children,,,159842.0,20132,49,0,2020.0
19937,48013,Huo Huo Tu,火火兔,Unknown,Unknown,ONA,16.0,Finished Airing,2020,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Kids,5.0,PG - Children,,,185802.0,19963,53,0,2020.0
20161,48041,Jingche Xiao Zhi,警车小治,Unknown,Unknown,ONA,16.0,Finished Airing,2020,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,3.0,PG - Children,,,188072.0,20189,48,0,2020.0
20230,48020,Chaoji Gongcheng Xiao Fendui,超级工程小分队,Super Builders,Unknown,ONA,11.0,Finished Airing,2020,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,11.0,PG - Children,,,172982.0,20255,47,0,2020.0
19949,48057,Me Me Xia,么么侠,Unknown,Unknown,ONA,13.0,Finished Airing,2020,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,13.0,PG - Children,,,133502.0,19976,53,0,2020.0
20276,48042,Pi Pi Lixian Ji,皮皮历险记,Unknown,Unknown,ONA,18.0,Finished Airing,2020,Not Available,Unknown,Unknown,Unknown,Original,Unknown,Unknown,Kids,1.0,PG - Children,,,142772.0,20304,46,0,2020.0
20409,48054,Meng Zhu Yijia,萌猪一家,Lovely Pig Family,Unknown,ONA,26.0,Finished Airing,2020,Not Available,Unknown,Unknown,Unknown,Original,Fantasy,Unknown,Unknown,4.0,PG - Children,,,133902.0,20434,43,0,2020.0
13245,50217,Shanhe Jian Xin Xiao Juchang,山河剑心小剧场,Unknown,Unknown,ONA,95.0,Finished Airing,2021,Not Available,Unknown,Unknown,Unknown,Novel,"Comedy, Fantasy",Unknown,Unknown,1.0,G - All Ages,,,148192.0,13260,637,4,2021.0
18315,48116,Xiuluo Jian Zun,修罗剑尊,Unknown,"However, Chu Mu's challenge has only just begun. Even though his practice has opened up and he has obtained various magical martial skills, magic weapons, and strange beasts, waves of enemies are stronger than waves of enemies. Facing the whole world's malice towards sword cultivators, Chu Mu not only fights stubbornly. , and learned to resolve with humor. It's just that the turning point of fate has come, and Chu Mu, who is destined to change everything, is about to bear a heavier burden... The fire of Shura's karma is rekindled! One sword will destroy Qingyun, and one sword will destroy all ages!

(Source: AnimeSchedule)",ONA,,Currently Airing,2021,Unknown,Unknown,Unknown,Unknown,Unknown,Fantasy,Unknown,Unknown,9.0,PG-13 - Teens 13 or older,,,162812.0,18341,153,2,2021.0
19530,52257,Wo Cong Zhu Tian Wan Jie Guilai,我从诸天万界归来,I Return from the Heaven and Worlds,"Sitting in the prison for three years. Li Xiantian is back! He carries the seven strongest bloodlines of the heavens, twelve peak master skills, thirty-six sets of ten thousand realm supreme exercises, seventy-two mysterious and strongest skills, and one hundred and eight laws of chaos. But with his current strength, the bloodline spirit beast he summoned is a pig?

(Source: MU)",ONA,,Currently Airing,2021,Unknown,Unknown,Unknown,Unknown,Web manga,"Action, Fantasy",Martial Arts,Unknown,7.0,PG-13 - Teens 13 or older,,,159662.0,19557,70,0,2021.0
19865,48110,Chuanyue Yunnan Sanqiannian: Yun Xiao Zhi Man Youji,穿越云南三千年-云小志漫游记,Unknown,Unknown,ONA,10.0,Finished Airing,2021,Not Available,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Kids,15.0,PG - Children,,,174172.0,19890,54,0,2021.0
19694,48112,Mofa KK: Shenmi Jingling Dao,魔法可可之神秘精灵岛,Unknown,Unknown,ONA,26.0,Finished Airing,2021,Not Available,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Kids,12.0,PG - Children,,,135452.0,19722,59,0,2021.0
