Title,Japanese,Type,Studios,Start_Aired,Source,Popularity,Score,Members,Favorites,Genres
Ichigo 100% Special 2,いちご100%,Special,Madhouse,2005-12-18,Manga,4508,6.831,18106,8,"Comedy, Romance, Ecchi"
Amaenaide yo!!: Yasumanaide yo!!,あまえないでよっ!! 休まないでよっ!!,Special,Studio Deen,2005-12-21,Unknown,4944,6.631,14291,1,"Comedy, Romance, Supernatural, Ecchi"
Hininden: Gauss,緋忍伝-呀宇種（ガウス）,OVA,Arms,2005-12-22,Original,9642,5.641,2354,4,Hentai
School Rumble: Ichi Gakki Hoshuu,スクールランブル一学期補習,OVA,Studio Comet,2005-12-22,Manga,2536,7.721,56963,100,"Comedy, Romance"
Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,NARUTO ナルティメットヒーロー3 ついに激突! 上忍VS下忍!! 無差別大乱戦大会開催!!,OVA,Pierrot,2005-12-22,Game,2125,6.781,75922,103,Action
Harukanaru Toki no Naka de: Hachiyou Shou OVA,遙かなる時空の中で〜八葉抄〜,OVA,Yumeta Company,2005-12-23,Visual novel,10016,6.441,2061,3,"Comedy, Fantasy, Supernatural"
True Blue: Gaiden,トゥルー ブルー 外伝,OVA,Unknown,2005-12-23,Visual novel,8738,5.591,3253,6,Hentai
Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,それいけ!アンパンマン アンパンマンのジンジンジングルベル,Special,Unknown,2005-12-23,Unknown,15710,,317,0,"Comedy, Fantasy"
Hachimitsu to Clover Specials,ハチミツとクローバー,Special,J.C.Staff,2005-12-23,Manga,3566,7.661,29957,44,"Comedy, Drama, Romance, Slice of Life"
To Heart 2 Special,ToHeart2 特別編,Special,OLM,2005-12-24,Unknown,8409,6.311,3728,2,"Drama, Romance"
Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future,機動戦士ガンダムSEED DESTINY FINAL PLUS 『選ばれた未来』,OVA,Sunrise,2005-12-25,Original,4097,7.391,22454,50,"Drama, Sci-Fi"
Haitokuzuma,背徳妻,OVA,Sunny Side Up,2005-12-25,Manga,7505,6.011,5119,22,Hentai
Ane to Boin,姉とボイン,OVA,Flavors Soft,2005-12-25,Visual novel,5337,6.641,11719,50,Hentai
Monster Special Edition,モンスター スペシャルバージョン,Special,Madhouse,2005-12-27,Manga,10493,6.301,1748,3,"Drama, Mystery, Suspense"
Dongfang Shen Wa,東方神娃,TV,Unknown,2005-12-30,Other,21203,,26,0,Adventure
Soukyuu no Fafner: Right of Left - Single Program,蒼穹のファフナー RIGHT OF LEFT ～single program～,Special,Xebec,2005-12-30,Original,4922,7.381,14498,27,"Action, Drama, Sci-Fi"
2005-nen Uchuu no Tabi,2005年宇宙の旅,Special,Unknown,2005-12-31,Original,9597,4.431,2392,1,"Avant Garde, Sci-Fi"
Hanoka Recap,HANOKA～葉ノ香～,Special,Unknown,2006-01-01,Original,12250,4.271,894,0,Sci-Fi
Kwaegeol Longman Narongi,쾌걸롱맨 나롱이,TV,Unknown,2006-01-01,Original,16858,,239,2,Adventure
Wu Ren Dao Da Maoxian,无人岛大冒险,TV,Unknown,2006-01-01,Unknown,21229,,26,0,"Adventure, Fantasy"
Nagareboshi no Okurimono,流れ星のおくりもの,OVA,Toei Animation,2006-01-01,Unknown,18233,,159,0,Fantasy
Detective Conan: Anti-Crime Guide,名探偵コナン 防犯ガイド,OVA,Unknown,2006-01-01,Other,9770,6.181,2239,3,Unknown
Bi Jia Zhu,毕加猪,TV,Unknown,2006-01-01,Original,19671,,62,0,Comedy
Fan Dou Tianting II,反斗天庭 Ⅱ,TV,Unknown,2006-01-01,Original,21205,,26,0,"Adventure, Fantasy"
Uchina Experience,Uchina Experience,Music,Unknown,2006-01-01,Original,17412,,207,0,Unknown
Anime de Tanoshiku Manabu Koutsuu Anzen: Tenshi no Kotencotenco,アニメで 楽しく学ぶ交通安全 天使のこてんこてんこ,OVA,I-move,2006-01-01,Manga,18631,,135,0,Unknown
Chains & Rings,Chains & Rings,Music,Production I.G,2006-01-01,Original,11495,5.451,1169,0,Fantasy
Himawari no You ni,ひまわりのように,OVA,Unknown,2006-01-01,Unknown,17383,,209,0,Drama
Animation!,Animation!,OVA,Unknown,2006-01-01,Unknown,12844,5.691,732,1,"Adventure, Avant Garde, Comedy, Fantasy, Mystery"
Sou Shen Ji,搜神记,TV,Unknown,2006-01-01,Novel,21288,,23,0,"Adventure, Fantasy"
Yume,Yume,Movie,Unknown,2006-01-01,Original,12812,4.891,741,0,Avant Garde
Full Moon Party,FULL MOON PARTY,Music,Unknown,2006-01-01,Original,10676,5.751,1624,0,Unknown
"Nuhai, Ni De Yi Fenzhong You Duo Zhang",女孩，你的一分钟有多长,Movie,Unknown,2006-01-01,Original,21367,,22,0,Romance
Aoki Seimei Hoken,青木生命保険CM,Special,Unknown,2006-01-01,Other,13474,4.781,591,1,Comedy
Namae... Sore wa Moeru Inochi,名前... それは燃えるいのち,OVA,Toei Animation,2006-01-01,Unknown,18004,,172,0,Drama
Sasurai Zou-san,さすらいゾウさん,Movie,Unknown,2006-01-01,Original,16082,5.121,293,0,Avant Garde
Hula Kappa: Owakare-kai (2) Atarashii wo Tomodachi,フラカッパー おわかれかい（2） あたらしいおともだち,Special,Office AO,2006-01-01,Original,18860,,118,0,Comedy
Kappo,かっぽ,Movie,Unknown,2006-01-01,Original,12306,4.261,881,2,Avant Garde
Usavich,ウサビッチ,TV,Kanaban Graphics,2006-01-01,Original,6770,6.891,6585,21,"Adventure, Comedy"
Tentoumushi no Otomurai,てんとう虫のおとむらい,Movie,Unknown,2006-01-01,Original,13331,5.181,621,1,Avant Garde
Eien,永遠,Music,Unknown,2006-01-01,Unknown,17390,,208,0,"Drama, Fantasy"
Rou e Tian,肉蛾天,Movie,Unknown,2006-01-01,Original,21037,,29,0,"Drama, Horror, Erotica"
Mori no Andou,森の安藤,ONA,Unknown,2006-01-01,Original,9210,5.961,2760,36,Comedy
Aya Hito Shiki to Iu na no Ishi Hata,彩人四季という名の意思畑,ONA,Unknown,2006-01-01,Original,13635,4.261,559,0,Avant Garde
Hana (2006),はな,Movie,Unknown,2006-01-01,Original,17233,5.631,217,0,"Avant Garde, Drama"
Recorder,RECORDER,Movie,Unknown,2006-01-01,Original,12296,4.991,883,0,Avant Garde
Contact 2,Contact 2,Special,RG Animation Studios,2006-01-01,Original,14039,5.271,490,0,"Comedy, Sci-Fi"
Muzhi Xiong Kangji,拇指熊康吉,TV,Unknown,2006-01-01,Original,21365,,22,0,Fantasy
Kyushu Love Milk Club,九州Love Milk Club,Special,Unknown,2006-01-01,Original,17927,,176,1,Slice of Life
Maze Maze Wien,まぜまぜウィーン,Movie,Unknown,2006-01-01,Original,17601,,197,0,Avant Garde
Reinbou,REINBOU,Movie,Unknown,2006-01-01,Original,15420,4.821,341,0,Avant Garde
Ehon Yose,えほん寄席,TV,Unknown,2006-01-01,Other,15335,,348,0,Horror
Kage no Kodomo,影の子供,Movie,Unknown,2006-01-01,Original,14902,,386,0,Avant Garde
Momoiro no Crayon,桃色のクレヨン,OVA,Nippon Animation,2006-01-01,Original,17515,,201,0,Drama
Otome no Inori,乙女の祈り,Music,Unknown,2006-01-01,Light novel,14070,6.081,483,2,Unknown
A Smart Experiment,A smart experiment,Special,Unknown,2006-01-01,Original,12626,4.201,790,1,Avant Garde
Kuaile Dongxi 2,快乐东西2,TV,Unknown,2006-01-01,Unknown,21347,,22,0,Comedy
Huo Xing Wa: Jiankang Chengzhang,火星娃健康成长,TV,Unknown,2006-01-01,Unknown,19823,,56,0,Unknown
Minna Ichiban!,みんないちばん！,OVA,Unknown,2006-01-01,Unknown,18590,,138,0,Drama
Kexue Tansuo Zhi Qimiao Dili,科学探索之奇妙地理,TV,Unknown,2006-01-01,Unknown,19970,,53,0,Unknown
Xiyue Qi Tong (2006),西岳奇童,Movie,Unknown,2006-01-01,Other,17271,,215,0,"Action, Adventure, Fantasy"
Tao Hua Yuan Ji,桃花源记,Movie,Unknown,2006-01-01,Other,14827,5.841,393,0,Fantasy
Noise,NOISE,Movie,Unknown,2006-01-01,Original,17015,,229,0,Avant Garde
Ijimekko Ookami to Nana-chan,いじめっこ狼とナナちゃん,OVA,Unknown,2006-01-01,Unknown,18310,,154,0,Drama
Kiminari Dousuru? Yuukai Itazura: Sarenai Tame ni,きみならどうする？ゆうかい・いたずら されないために,OVA,Unknown,2006-01-01,Unknown,18750,,127,0,Drama
The Collected Animations of ICAF (2001-2006),Inter College Animation Festival (2004) (インターカレッジ・アニメーション・フェスティバル),OVA,Unknown,2006-01-01,Unknown,14897,,386,0,"Fantasy, Mystery"
Xiang Qi Wang,象棋王,TV,Unknown,2006-01-01,Unknown,13562,5.921,572,3,Unknown
Pororo-wa Noraehaeyo,뽀로로와 노래해요,TV,Unknown,2006-01-01,Unknown,15949,5.641,302,0,Unknown
San Mao Liu Lang Ji (2006),三毛流浪记,TV,Unknown,2006-01-01,Unknown,16738,,246,2,Comedy
Kangri Xiao Qibing,抗日小奇兵,TV,Unknown,2006-01-01,Unknown,21341,,22,0,Unknown
PiKA PiKA,PiKA PiKA,Movie,Unknown,2006-01-01,Original,13536,4.971,576,2,Unknown
Anime Tengu no Kakuresato,アニメ 天狗のかくれ里,OVA,Unknown,2006-01-01,Other,18142,,163,0,Unknown
Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,金色のガッシュベル！！走れガッシュ！！奪われたウマゴン,OVA,Toei Animation,2006-01-01,Unknown,8853,6.561,3141,1,"Adventure, Comedy, Supernatural"
Truth,TRUTH,Movie,Unknown,2006-01-01,Original,18508,,143,0,Avant Garde
Jishin da!! Mii-chan no Bousai Kunren,じしんだ!! ミーちゃんのぼうさいくんれん,OVA,Unknown,2006-01-01,Unknown,18527,,142,0,Drama
Shuihu Zuqiu Zhongji Ban: Tian Can Fanji Zhan,水浒足球终极版：天残反击战,Movie,Unknown,2006-01-01,Original,21225,,26,0,"Fantasy, Sports"
Armored Core: Fort Tower Song,ARMORED CORE -FORT TOWER SONG-,ONA,Unknown,2006-01-01,Game,10904,4.561,1478,1,"Action, Sci-Fi"
Xing Mao Da Jiangtang,中国诸子百家,TV,Unknown,2006-01-01,Unknown,21230,,26,0,Fantasy
Detective Conan Movie 10: Promo Special,名探偵コナン 探偵たちの鎮魂歌[レクイエム],Special,TMS Entertainment,2006-01-01,Unknown,5813,7.631,9562,7,"Adventure, Comedy, Mystery"
Mr. Deniroo in Henteko Mushi,Mr.Deniroo IN HENTEKO MUSHI,Special,Unknown,2006-01-01,Original,17158,,221,1,"Comedy, Slice of Life"
Nakedyouth,Nakedyouth,ONA,Unknown,2006-01-01,Original,6430,5.721,7475,11,"Boys Love, Romance, Slice of Life, Sports"
MTV Japan Station ID,MTV Japan Station ID,Special,Unknown,2006-01-01,Unknown,14245,4.961,458,0,Unknown
Magikano,マジカノ,TV,Tokyo Kids,2006-01-01,Manga,3387,6.321,33301,40,"Comedy, Fantasy, Romance"
Chi Jian Chuanqi,赤剑传奇,TV,Unknown,2006-01-01,Unknown,17100,,225,0,"Action, Adventure, Fantasy"
Lao Fu Zi: Mojie Meng Zhanji,老夫子之魔界夢戰記,TV,Puzzle Animation Studio Limited,2006-01-03,4-koma manga,21252,,25,0,"Adventure, Comedy"
Yume no Kakera,夢のかけら,Music,Studio 4°C,2006-01-03,Unknown,11452,5.001,1194,0,Unknown
One Piece: Otoshidama Special - Tokubetsu Hou Mugiwara Kaizoku-dan no Himitsu!,お年玉スペシャル 特別報 麦わら海賊団の秘密!,Special,Toei Animation,2006-01-03,Manga,12186,6.151,915,0,"Action, Adventure, Fantasy"
Yadosagashi,やどさがし,Special,Studio Ghibli,2006-01-03,Original,9218,6.391,2755,0,"Adventure, Fantasy, Slice of Life"
Mizugumo Monmon,水グモもんもん,Movie,Studio Ghibli,2006-01-03,Original,8622,6.441,3407,4,"Fantasy, Romance"
Hoshi wo Katta Hi,星をかった日,Movie,Studio Ghibli,2006-01-03,Original,6461,6.911,7374,5,Sci-Fi
Amaenaide yo!! Katsu!!,あまえないでよっ!! 喝!!,TV,Studio Deen,2006-01-04,Manga,2752,6.661,48913,41,"Comedy, Romance, Supernatural, Ecchi"
Kagi Hime Monogatari: Eikyuu Alice Rondo,鍵姫物語 永久アリス輪舞曲,TV,"Trinet Entertainment, Picture Magic",2006-01-04,Manga,6214,6.141,8099,17,Fantasy
Youkai Ningen Bem (2006),妖怪人間ベム,TV,Studio Comet,2006-01-04,Unknown,8909,5.821,3072,6,"Horror, Supernatural"
Rakugo Tennyo Oyui,落語天女おゆい,TV,TNK,2006-01-05,Unknown,9886,5.901,2146,0,Comedy
Kinnikuman II Sei: Ultimate Muscle 2,キン肉マンII世 ULTIMATE MUSCLE 2,TV,Toei Animation,2006-01-05,Manga,6931,6.981,6181,4,"Action, Comedy, Sci-Fi, Sports"
Lemon Angel Project,レモン エンジェル プロジェクト,TV,Radix,2006-01-06,Other,6230,6.541,8061,17,Drama
Fate/stay night,Fate/stay night,TV,Studio Deen,2006-01-07,Visual novel,154,7.291,880976,7032,"Action, Fantasy, Romance, Supernatural"
Giniro no Kami no Agito,銀色の髪のアギト,Movie,Gonzo,2006-01-07,Original,2258,7.071,69509,183,"Adventure, Drama, Fantasy, Romance, Sci-Fi"
Wan Wan Celepoo Soreyuke! Tetsunoshin,ワンワンセレプー それゆけ！徹之進,TV,Studio Comet,2006-01-07,Original,11928,6.541,999,4,"Comedy, Fantasy"
Tactical Roar,タクティカルロア,TV,Actas,2006-01-08,Original,5771,6.411,9742,11,"Comedy, Romance, Sci-Fi"
Kage kara Mamoru!,陰からマモル！,TV,Group TAC,2006-01-08,Light novel,3878,6.581,25256,25,"Comedy, Romance"
Yomigaeru Sora: Rescue Wings,よみがえる空 -Rescue Wings-,TV,J.C.Staff,2006-01-09,Original,5053,7.381,13483,39,Drama
Nerima Daikon Brothers,練馬大根ブラザーズ,TV,Studio Hibari,2006-01-09,Original,6106,7.291,8510,68,Comedy
Bakukyuu Hit! Crash B-Daman,爆球HIT! クラッシュビーダマン,TV,Unknown,2006-01-09,Unknown,10161,6.051,1948,10,Adventure
Play Ball 2nd,プレイボール2nd,TV,Eiken,2006-01-10,Unknown,13733,,538,1,"Action, Sports"
Jigoku Shoujo Recap,地獄少女 14.5,Special,Studio Deen,2006-01-11,Original,9162,6.361,2815,2,Supernatural
Funny Pets,ファニーペッツ,TV,Unknown,2006-01-11,Original,11526,5.051,1153,4,Comedy
Gunparade Orchestra OVA,ガンパレード・オーケストラ,OVA,Brain's Base,2006-01-12,Game,12404,5.711,850,0,Unknown
Kashimashi: Girl Meets Girl,かしまし〜ガール・ミーツ・ガール〜,TV,Studio Hibari,2006-01-12,Manga,2780,6.631,47720,170,"Comedy, Drama, Girls Love, Romance, Slice of Life"
Hanbun no Tsuki ga Noboru Sora,半分の月がのぼる空,TV,Group TAC,2006-01-13,Light novel,1846,7.481,96311,481,"Comedy, Drama, Romance"
Ayakashi: Japanese Classic Horror,怪～ayakashi～ Japanese Classic Horror,TV,Toei Animation,2006-01-13,Other,2269,7.401,69108,257,"Fantasy, Horror, Mystery"
Ocha-ken: Hotto Monogatari,お茶犬〜「ほっ」とものがたり〜,TV,Unknown,2006-01-16,Other,15918,,304,0,Slice of Life
Happy Seven: The TV Manga - Chibi Chara Moshimo Gekijou,はっぴぃセブン ~ざ・テレビまんが~ チビキャラもしも劇場,Special,Studio Hibari,2006-01-17,Light novel,15011,,376,1,"Comedy, Fantasy"
Tetsuro no Kanata,鉄路の彼方,OVA,Unknown,2006-01-18,Unknown,13237,,642,0,Adventure
Youji Shen Bing,游击神兵,TV,Unknown,2006-01-19,Unknown,21418,,21,0,Unknown
Ginyuu Mokushiroku Meine Liebe Wieder,吟遊黙示録マイネリーベ ヴィーダー,TV,Bee Train,2006-01-22,Visual novel,6532,6.641,7172,17,"Drama, Fantasy"
Hellsing: Digest for Freaks,HELLSING I OVA DIGEST FOR FREAKS,OVA,Satelight,2006-01-22,Manga,3036,7.621,40990,61,"Action, Horror, Supernatural"
Shakugan no Shana-tan,灼眼のシャナたん,Special,J.C.Staff,2006-01-25,Light novel,3359,7.081,34030,22,Comedy
Patalliro Saiyuuki! Special,パタリロ西遊記！第27話,Special,Magic Bus,2006-01-25,Unknown,12523,5.911,815,0,"Adventure, Boys Love, Comedy, Fantasy"
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,フリアグネ&マリアンヌのなぜなにシャナ!なんでも質問箱!,Special,J.C.Staff,2006-01-25,Unknown,5125,6.601,13086,2,"Comedy, Fantasy, Supernatural"
Kurai Mirai,クライミライ,OVA,Studio Jam,2006-01-25,Visual novel,8649,5.741,3374,8,Hentai
Inda no Himekishi Janne,淫堕の姫騎士ジャンヌ,OVA,Unknown,2006-01-26,Visual novel,6609,6.301,6970,17,"Fantasy, Horror, Hentai"
To Heart: Remember My Memories Specials,ToHeart Remember my memories Heart Fighters,Special,AIC ASTA,2006-01-26,Unknown,8780,6.031,3204,1,"Comedy, Sci-Fi"
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,攻殻機動隊 S.A.C. 2nd GIG Individual Eleven,Special,Production I.G,2006-01-27,Unknown,3690,8.001,28003,44,"Action, Sci-Fi"
Stringendo: Angel-tachi no Private Lesson,ストリンジェンド～エンジェルたちのプライベートレッスン～,OVA,"Flavors Soft, Maboroshi Koubou",2006-01-27,Manga,4764,7.351,15752,144,Hentai
Mai-Otome Specials,舞-乙HiME,Special,Sunrise,2006-01-27,Original,7029,6.941,5979,4,"Comedy, Drama, Fantasy"
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,攻殻機動隊 S.A.C. 2nd GIG Individual Eleven タチコマな日々,Special,Production I.G,2006-01-27,Unknown,6927,6.771,6199,1,"Comedy, Sci-Fi"
Ski Jumping Pairs: Road to Torino 2006,スキージャンプ・ペア ~Road to TORINO 2006~,Movie,Unknown,2006-01-28,Other,13924,5.141,509,1,"Comedy, Sports"
Xingji Biaoche Wang,Unknown,TV,Unknown,2006-02-01,Original,15345,,348,0,"Action, Adventure"
Yume wo Kanaeyo,夢をかなえよう,Music,Unknown,2006-02-01,Original,20043,,51,0,Unknown
Binchou-tan,びんちょうタン,TV,Studio Deen,2006-02-03,Manga,5550,6.921,10659,61,Comedy
Rec,レック,TV,Shaft,2006-02-03,Manga,1692,7.291,108773,310,"Comedy, Drama, Romance"
Something Great Chizu ni Nai Machi,Something Great サムシング グレート 地図にない町,Movie,Unknown,2006-02-04,Unknown,15242,,356,0,Slice of Life
Mao Er Shan de Guizi Bing,帽儿山的鬼子兵,TV,Unknown,2006-02-04,Unknown,21444,,21,0,Unknown
Futari wa Precure: Splash☆Star,ふたりはプリキュア Splash☆Star,TV,Toei Animation,2006-02-05,Original,5290,7.181,12117,76,"Action, Comedy, Fantasy"
Papillon Rose,パピヨンローゼ,TV,Studio Kelmadick,2006-02-09,Other,8274,4.521,3914,3,"Comedy, Ecchi"
Toumei Ningen (OVA),透明人間,OVA,Y.O.U.C,2006-02-10,Original,5977,6.541,8949,24,Hentai
Hellsing Ultimate,HELLSING OVA,OVA,"Madhouse, Satelight, Graphinica",2006-02-10,Manga,169,8.361,840632,19878,"Action, Horror, Supernatural"
Aru Tabibito no Nikki Specials,或る旅人の日記,Special,Unknown,2006-02-11,Original,6402,6.321,7576,5,"Adventure, Fantasy"
Koi Tsubomi,恋つぼみ,Music,Unknown,2006-02-15,Original,10238,6.251,1904,2,Fantasy
Gararin to Gororin,ガラリンとゴロリン,Special,Unknown,2006-02-15,Unknown,15812,5.331,310,0,Unknown
Nana Song,NANA SONG,Music,Unknown,2006-02-22,Original,17585,,199,0,Avant Garde
Jinki:Extend - Sorekara,ジンキ・エクステンド 第13話 「それから」,OVA,feel.,2006-02-22,Manga,9130,6.131,2847,2,Sci-Fi
Tsukuyomi: Moon Phase Special,"月詠 -MOON PHASE- おにいさま, ゆらゆらきらきらどんぶらこ これって, なーんだ?",Special,Shaft,2006-02-22,Manga,5407,6.621,11391,3,"Avant Garde, Comedy, Slice of Life"
Makai Senki Disgaea: Welcome to Netherworld,魔界戦記ディスガイア 魔界への招待状,Special,Unknown,2006-02-23,Game,7729,6.701,4740,5,"Action, Comedy, Fantasy"
Ikusa Otome Valkyrie Shinshou,戦乙女ヴァルキリー 真章,OVA,Unknown,2006-02-24,Visual novel,8268,6.071,3921,12,Hentai
Ryuusei Tenshi Primaveil,流聖天使プリマヴェール,OVA,Anime Antenna Iinkai,2006-02-24,Visual novel,11239,5.151,1298,0,Hentai
Cleavage,クレイヴィジ,OVA,Studio 9 Maiami,2006-02-24,Visual novel,5017,6.621,13728,73,Hentai
Norabbits' Minutes,ノラビッツミニッツ,Movie,Unknown,2006-02-25,Unknown,16578,,256,1,"Comedy, Fantasy"
Ergo Proxy,エルゴプラクシー,TV,Manglobe,2006-02-25,Original,310,7.911,588166,12268,"Mystery, Sci-Fi"
Mrs. Junkie,ミセスジャンキー,OVA,T-Rex,2006-02-25,Visual novel,6240,6.651,8036,30,Hentai
Kininaru Roommate,気になるルームメイト,OVA,Studio Ten,2006-02-25,Manga,7215,6.511,5557,11,Hentai
Zhongguo Nanhai: Hong Zhanhui,中国男孩洪战辉,TV,Unknown,2006-03-01,Unknown,21243,,25,0,Unknown
Shinigami no Ballad.,しにがみのバラッド。,TV,"Group TAC, Ginga Ya",2006-03-03,Light novel,2876,6.901,44691,90,"Drama, Fantasy, Supernatural"
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,機動戦士ZガンダムⅢ-星の鼓動は愛-,Movie,Sunrise,2006-03-04,Original,5570,7.081,10544,8,"Drama, Sci-Fi"
Doraemon Movie 26: Nobita no Kyouryuu 2006,映画 ドラえもん のび太の恐竜2006,Movie,Shin-Ei Animation,2006-03-04,Unknown,5156,7.501,12903,17,"Adventure, Comedy"
One Piece Movie 07: Karakuri-jou no Mecha Kyohei,ワンピース THE MOVIE カラクリ城のメカ巨兵,Movie,Toei Animation,2006-03-04,Manga,2324,7.221,66177,17,"Action, Adventure, Fantasy"
Keroro Gunsou Movie 1,超劇場版 ケロロ軍曹,Movie,Sunrise,2006-03-11,Manga,6865,7.231,6310,13,"Comedy, Sci-Fi"
Hokuto no Ken: Raoh Gaiden Junai-hen,真救世主伝説 北斗の拳 ラオウ伝 殉愛の章,Movie,TMS Entertainment,2006-03-11,Unknown,5508,7.461,10894,17,"Action, Adventure"
Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,まじめにふまじめ かいけつゾロリ なぞのお宝大さくせん,Movie,"Sunrise, Ajia-Do",2006-03-11,Unknown,13222,6.371,644,2,"Adventure, Comedy"
Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,名探偵コナン 消えたダイヤを追え! コナン・平次vsキッド!,OVA,TMS Entertainment,2006-03-15,Manga,4841,7.371,15098,1,"Comedy, Mystery"
